"<ID|readonly|noverify>";"<English>";"<Russian>";"<German>"
"notes/note_onboarding_bunker_end/hint_text";"From: Agency";"От: Агентство";"Von: Agentur"
"notes/note_onboarding_bunker_end/paragraph/1";"Only the best agents will be able to gain the highest <color=#d28c3c>access level</color>, reach the <color=#d28c3c>Monolith</color>, and make the <color=#d28c3c>Choice</color>.";"Лишь лучшие из агентов смогут получить наивысший <color=#d28c3c>уровень доступа</color>, чтобы отправиться к <color=#d28c3c>Монолиту</color> и совершить <color=#d28c3c>Выбор</color>.";"Nur die besten Agenten werden in der Lage sein, die höchste <color=#d28c3c>Zugriffsebene</color> zu erreichen, den <color=#d28c3c>Monolithen</color> zu betreten und die <color=#d28c3c>Wahl</color> zu treffen."
"notes/note_onboarding_bunker_end/paragraph/2";"[[[SubtitlesDivider=7.6]]]Those whose diligence in collecting <color=#d28c3c>Active Matter</color> and fulfilling <color=#d28c3c>contracts</color> is worthy of not only superior weapons and equipment, but also the right to influence the fate of all inhabitants of the multiverse.";"[[[SubtitlesDivider=7.6]]]Те, чьё усердие в сборе <color=#d28c3c>Активной Материи</color> и выполнении <color=#d28c3c>контрактов</color> достойны не только превосходного вооружения и экипировки, но и возможности повлиять на судьбы всех обитателей мультивселенной.";"[[[SubtitlesDivider=7.6]]]Jene, deren Fleiß beim Sammeln von <color=#d28c3c>Aktiver Materie</color> und der Erfüllung von <color=#d28c3c>Verträgen</color> nicht nur überlegene Waffen und Ausrüstung verdient, sondern auch das Recht, das Schicksal aller Bewohner des Multiversums zu beeinflussen."
"notes/note_onboarding_bunker_end/paragraph/3";"[[[SubtitlesDivider=14]]]We wish you success!";"[[[SubtitlesDivider=14]]]Желаем успехов!";"[[[SubtitlesDivider=14]]]Wir wünschen Ihnen viel Erfolg!"
"notes/note_shelter_replicator/title";"Device: Replicator";"Устройство: Репликатор";"Gerät: Replikator"
"notes/note_shelter_replicator/hint_text";"From: Agency";"От: Агентство";"Von: Agentur"
"notes/note_shelter_replicator/paragraph/1";"This is a replication device that searches the multiverse for <color=#d28c3c>copies of items</color> when their blueprints are available and extracts them to your shelter. [[[SubtitlesDivider=9.15]]]The replication process can take a significant amount of time but provides access to an almost limitless source of new equipment.";"Это устройство для репликации, которое ищет в мультивселенной <color=#d28c3c>копии предметов</color> при наличии их чертежей и переносит их в ваше убежище. [[[SubtitlesDivider=9.15]]]Процесс репликации может занять значительное количество времени, но предоставляет доступ к почти безграничному источнику нового снаряжения.";"Dies ist ein Replikationsgerät, das das Multiversum nach <color=#d28c3c>Kopien von Gegenständen</color> durchsucht, wenn deren Baupläne verfügbar sind, und sie zu deinem Unterschlupf extrahiert. [[[SubtitlesDivider=9.15]]]Der Replikationsprozess kann eine beträchtliche Zeit in Anspruch nehmen, bietet jedoch Zugang zu einer fast unendlichen Quelle neuer Ausrüstung."
"notes/note_shelter_replicator/paragraph/2";"[[[SubtitlesDivider=8.4]]]Complete Agency contracts to gain access to this device and its upgrades, as well as new equipment blueprints.";"[[[SubtitlesDivider=8.4]]]Выполняйте контракты Агентства, чтобы получить доступ к данному устройству и его улучшениям, а также к новым чертежам снаряжения.";"[[[SubtitlesDivider=8.4]]]Schließe Agenturaufträge ab, um Zugang zu diesem Gerät und seinen Upgrades sowie zu neuen Ausrüstungsbauplänen zu erhalten."
"notes/note_shelter_refiner/title";"Device: Refiner";"Устройство: Переработчик";"Gerät: Veredler"
"notes/note_shelter_refiner/hint_text";"From: Agency";"От: Агентство";"Von: Agentur"
"notes/note_shelter_refiner/paragraph/1";"This is a device for refining items from the Zone, one of the latest developments of the Agency. [[[SubtitlesDivider=6.3]]]It allows <color=#d28c3c>extracting Active Matter</color> from enriched items that have spent too much time in the Zone. The Agency pays a generous monetary compensation for Active Matter obtained in this way.";"Это устройство для переработки предметов из Зоны, одна из последних разработок Агентства. [[[SubtitlesDivider=6.3]]]Позволяет <color=#d28c3c>извлекать Активную Материю</color> из обогащенных предметов, слишком долго находившихся в Зоне. За Активную Материю, полученную таким образом, Агентство выплачивает щедрую денежную компенсацию.";"Dies ist ein Gerät zur Verfeinerung von Gegenständen aus der Zone, eine der neuesten Entwicklungen der Agentur. [[[SubtitlesDivider=6.3]]]Es ermöglicht das <color=#d28c3c>Extrahieren von Aktivmaterie</color> aus angereicherten Gegenständen, die zu viel Zeit in der Zone verbracht haben. Die Agentur zahlt eine großzügige finanzielle Entschädigung für auf diese Weise gewonnene Aktivmaterie."
"notes/note_shelter_refiner/paragraph/2";"[[[SubtitlesDivider]]]Complete Agency contracts to gain access to this device and its upgrades.";"[[[SubtitlesDivider]]]Выполняйте контракты Агентства, чтобы получить доступ к данному устройству и его улучшениям.";"[[[SubtitlesDivider]]]Erfülle Agenturaufträge, um Zugriff auf dieses Gerät und seine Upgrades zu erhalten."
